"filename", "language", "YAML", "Markdown", "JSON", "Go Module File", "HTML", "Go Checksum File", "JavaScript", "TypeScript", "Go", "JSON with Comments", "Shell Script", "Docker", "vue", "MS SQL", "XML", "TypeScript JSX", "PostCSS", "Ignore", "comment", "blank", "total"
"/Users/changzechuan/DBMSProjects/bytebase/backend/generated-go/store/group.pb.go", "Go", 0, 0, 0, 0, 0, 0, 0, 0, 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 35, 251
"/Users/changzechuan/DBMSProjects/bytebase/backend/generated-go/store/group_equal.pb.go", "Go", 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 42
"/Users/changzechuan/DBMSProjects/bytebase/backend/generated-go/store/idp.pb.go", "Go", 0, 0, 0, 0, 0, 0, 0, 0, 727, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 118, 904
"/Users/changzechuan/DBMSProjects/bytebase/backend/generated-go/store/idp_equal.pb.go", "Go", 0, 0, 0, 0, 0, 0, 0, 0, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 191
"/Users/changzechuan/DBMSProjects/bytebase/backend/generated-go/store/instance.pb.go", "Go", 0, 0, 0, 0, 0, 0, 0, 0, 1611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 248, 1960
"/Users/changzechuan/DBMSProjects/bytebase/backend/generated-go/store/instance_change_history.pb.go", "Go", 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 17, 126
"/Users/changzechuan/DBMSProjects/bytebase/backend/generated-go/store/instance_change_history_equal.pb.go", "Go", 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 18
"/Users/changzechuan/DBMSProjects/bytebase/backend/generated-go/store/instance_equal.pb.go", "Go", 0, 0, 0, 0, 0, 0, 0, 0, 438, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13, 453
"/Users/changzechuan/DBMSProjects/bytebase/backend/generated-go/store/issue.pb.go", "Go", 0, 0, 0, 0, 0, 0, 0, 0, 285, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 47, 364
"/Users/changzechuan/DBMSProjects/bytebase/backend/generated-go/store/issue_comment.pb.go", "Go", 0, 0, 0, 0, 0, 0, 0, 0, 572, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 91, 686
